beta,train accuracy,train std,test accuracy,test std
316.22776601683796,0.6593794,0.077354625,0.65987015,0.07699023
1000.0,0.6578296,0.08184385,0.65746313,0.081338964
3162.2776601683795,0.6445217,0.06700576,0.64338577,0.06631426
10000.0,0.674503,0.07346692,0.67452186,0.07236215
31622.776601683792,0.64549696,0.06949272,0.6459276,0.069714755
100000.0,0.6703197,0.07836531,0.6679301,0.07922646
